,chromosome,source,feature_type,start,end,score,strand,phase,attributes
1761621,NC_000007.14,Gnomon,gene,25328711,25358335,.,+,.,ID=gene-LOC105375195;Dbxref=GeneID:105375195;Name=LOC105375195;description=uncharacterized LOC105375195;gbkey=Gene;gene=LOC105375195;gene_biotype=lncRNA
1761626,NC_000007.14,Gnomon,gene,25332719,25333714,.,+,.,ID=gene-LOC105375194;Dbxref=GeneID:105375194;Name=LOC105375194;description=uncharacterized LOC105375194;gbkey=Gene;gene=LOC105375194;gene_biotype=lncRNA
1761630,NC_000007.14,Gnomon,gene,25358240,25379428,.,-,.,ID=gene-LOC124901604;Dbxref=GeneID:124901604;Name=LOC124901604;description=uncharacterized LOC124901604;gbkey=Gene;gene=LOC124901604;gene_biotype=lncRNA
1761634,NC_000007.14,Gnomon,gene,25487143,25496741,.,-,.,ID=gene-LOC105375196;Dbxref=GeneID:105375196;Name=LOC105375196;description=uncharacterized LOC105375196;gbkey=Gene;gene=LOC105375196;gene_biotype=lncRNA
1761644,NC_000007.14,BestRefSeq,gene,25593301,25790119,.,-,.,"ID=gene-LINC03007;Dbxref=GeneID:646588,HGNC:HGNC:56132;Name=LINC03007;description=long intergenic non-protein coding RNA 3007;gbkey=Gene;gene=LINC03007;gene_biotype=lncRNA"
1761792,NC_000007.14,Gnomon,gene,25831291,25833084,.,-,.,ID=gene-LOC100506236;Dbxref=GeneID:100506236;Name=LOC100506236;description=uncharacterized LOC100506236;gbkey=Gene;gene=LOC100506236;gene_biotype=lncRNA
1761813,NC_000007.14,Gnomon,gene,25939262,26130789,.,-,.,ID=gene-LOC105375199;Dbxref=GeneID:105375199;Name=LOC105375199;description=uncharacterized LOC105375199;gbkey=Gene;gene=LOC105375199;gene_biotype=lncRNA
1761863,NC_000007.14,Gnomon,gene,25941532,25946001,.,+,.,ID=gene-LOC105375200;Dbxref=GeneID:105375200;Name=LOC105375200;description=uncharacterized LOC105375200;gbkey=Gene;gene=LOC105375200;gene_biotype=lncRNA
1761871,NC_000007.14,BestRefSeq,gene,25949919,25949986,.,-,.,"ID=gene-MIR148A;Dbxref=GeneID:406940,HGNC:HGNC:31535,MIM:613786,miRBase:MI0000253;Name=MIR148A;description=microRNA 148a;gbkey=Gene;gene=MIR148A;gene_biotype=miRNA;gene_synonym=hsa-mir-148,mir-148a,MIRN148,MIRN148A"
1761896,NC_000007.14,Gnomon,gene,26101639,26126807,.,+,.,ID=gene-LOC105375198;Dbxref=GeneID:105375198;Name=LOC105375198;description=uncharacterized LOC105375198;gbkey=Gene;gene=LOC105375198;gene_biotype=lncRNA
1761918,NC_000007.14,BestRefSeq,gene,26152198,26187137,.,+,.,"ID=gene-NFE2L3;Dbxref=GeneID:9603,HGNC:HGNC:7783,MIM:604135;Name=NFE2L3;description=NFE2 like bZIP transcription factor 3;gbkey=Gene;gene=NFE2L3;gene_biotype=protein_coding;gene_synonym=NRF3"
1761957,NC_000007.14,BestRefSeq%2CGnomon,gene,26189927,26200746,.,-,.,"ID=gene-HNRNPA2B1;Dbxref=GeneID:3181,HGNC:HGNC:5033,MIM:600124;Name=HNRNPA2B1;description=heterogeneous nuclear ribonucleoprotein A2/B1;gbkey=Gene;gene=HNRNPA2B1;gene_biotype=protein_coding;gene_synonym=HNRNPA2,HNRNPB1,HNRPA2,HNRPA2B1,HNRPB1,IBMPFD2,OPMD2,RNPA2,SNRPB1"
1762515,NC_000007.14,BestRefSeq%2CGnomon,gene,26201443,26213607,.,+,.,"ID=gene-CBX3;Dbxref=GeneID:11335,HGNC:HGNC:1553,MIM:604477;Name=CBX3;description=chromobox 3;gbkey=Gene;gene=CBX3;gene_biotype=protein_coding;gene_synonym=HECH,HP1-GAMMA,HP1gamma,HP1Hs-gamma"
1762573,NC_000007.14,BestRefSeq%2CGnomon,gene,26291862,26374383,.,+,.,"ID=gene-SNX10;Dbxref=GeneID:29887,HGNC:HGNC:14974,MIM:614780;Name=SNX10;description=sorting nexin 10;gbkey=Gene;gene=SNX10;gene_biotype=protein_coding;gene_synonym=OPTB8"
1762738,NC_000007.14,BestRefSeq,gene,26372019,26399418,.,-,.,"ID=gene-SNX10-AS1;Dbxref=GeneID:105375304,HGNC:HGNC:55845;Name=SNX10-AS1;description=SNX10 antisense RNA 1;gbkey=Gene;gene=SNX10-AS1;gene_biotype=lncRNA"
1762754,NC_000007.14,BestRefSeq,gene,26398569,26540950,.,+,.,"ID=gene-LINC02981;Dbxref=GeneID:441204,HGNC:HGNC:56055;Name=LINC02981;description=long intergenic non-protein coding RNA 2981;gbkey=Gene;gene=LINC02981;gene_biotype=lncRNA"
1762807,NC_000007.14,Gnomon,gene,26428994,26433470,.,+,.,ID=gene-LOC105375202;Dbxref=GeneID:105375202;Name=LOC105375202;description=uncharacterized LOC105375202;gbkey=Gene;gene=LOC105375202;gene_biotype=lncRNA
1762822,NC_000007.14,BestRefSeq,gene,26533121,26538825,.,-,.,"ID=gene-KIAA0087;Dbxref=GeneID:9808,HGNC:HGNC:22191;Name=KIAA0087;description=KIAA0087 lncRNA;gbkey=Gene;gene=KIAA0087;gene_biotype=lncRNA"
1762826,NC_000007.14,Gnomon,gene,26543555,26550993,.,-,.,ID=gene-LOC124901605;Dbxref=GeneID:124901605;Name=LOC124901605;description=uncharacterized LOC124901605;gbkey=Gene;gene=LOC124901605;gene_biotype=lncRNA
1762832,NC_000007.14,BestRefSeq,gene,26551839,26558880,.,+,.,"ID=gene-LINC03095;Dbxref=GeneID:100506289,HGNC:HGNC:56738;Name=LINC03095;description=long intergenic non-protein coding RNA 3095;gbkey=Gene;gene=LINC03095;gene_biotype=lncRNA"
1762849,NC_000007.14,Gnomon,gene,26585570,26623430,.,-,.,ID=gene-LOC101928077;Dbxref=GeneID:101928077;Name=LOC101928077;description=uncharacterized LOC101928077;gbkey=Gene;gene=LOC101928077;gene_biotype=lncRNA
1762865,NC_000007.14,BestRefSeq,gene,26637871,26647272,.,+,.,"ID=gene-LINC02860;Dbxref=GeneID:285941,HGNC:HGNC:22364;Name=LINC02860;description=long intergenic non-protein coding RNA 2860;gbkey=Gene;gene=LINC02860;gene_biotype=lncRNA;gene_synonym=C7orf71"
1762876,NC_000007.14,BestRefSeq%2CGnomon,gene,26654770,26864590,.,-,.,"ID=gene-SKAP2;Dbxref=GeneID:8935,HGNC:HGNC:15687,MIM:605215;Name=SKAP2;description=src kinase associated phosphoprotein 2;gbkey=Gene;gene=SKAP2;gene_biotype=protein_coding;gene_synonym=PRAP,RA70,SAPS,SCAP2,SKAP-HOM,SKAP55R"
1762973,NC_000007.14,Gnomon,gene,26805562,26857541,.,+,.,ID=gene-LOC124901606;Dbxref=GeneID:124901606;Name=LOC124901606;description=uncharacterized LOC124901606;gbkey=Gene;gene=LOC124901606;gene_biotype=lncRNA
1762991,NC_000007.14,BestRefSeq,gene,27092993,27096000,.,-,.,"ID=gene-HOXA1;Dbxref=GeneID:3198,HGNC:HGNC:5099,MIM:142955;Name=HOXA1;description=homeobox A1;gbkey=Gene;gene=HOXA1;gene_biotype=protein_coding;gene_synonym=BSAS,HOX1,HOX1F"
1763009,NC_000007.14,BestRefSeq,gene,27096094,27100258,.,+,.,"ID=gene-HOTAIRM1;Dbxref=GeneID:100506311,HGNC:HGNC:37117;Name=HOTAIRM1;description=HOXA transcript antisense RNA%2C myeloid-specific 1;gbkey=Gene;gene=HOTAIRM1;gene_biotype=lncRNA;gene_synonym=HOXA-AS1,HOXA1-AS1,NCRNA00179"
1763020,NC_000007.14,BestRefSeq,gene,27100354,27102683,.,-,.,"ID=gene-HOXA2;Dbxref=GeneID:3199,HGNC:HGNC:5103,MIM:604685;Name=HOXA2;description=homeobox A2;gbkey=Gene;gene=HOXA2;gene_biotype=protein_coding;gene_synonym=HOX1K,MCOHI"
1763028,NC_000007.14,BestRefSeq,gene,27107010,27152583,.,-,.,"ID=gene-HOXA3;Dbxref=GeneID:3200,HGNC:HGNC:5104,MIM:142954;Name=HOXA3;description=homeobox A3;gbkey=Gene;gene=HOXA3;gene_biotype=protein_coding;gene_synonym=HOX1,HOX1E"
1763141,NC_000007.14,BestRefSeq,gene,27121919,27128760,.,+,.,"ID=gene-HOXA-AS2;Dbxref=GeneID:285943,HGNC:HGNC:43745,MIM:616068;Name=HOXA-AS2;description=HOXA cluster antisense RNA 2;gbkey=Gene;gene=HOXA-AS2;gene_biotype=lncRNA;gene_synonym=HOXA3as"
1763150,NC_000007.14,BestRefSeq,gene,27128525,27130757,.,-,.,"ID=gene-HOXA4;Dbxref=GeneID:3201,HGNC:HGNC:5105,MIM:142953;Name=HOXA4;description=homeobox A4;gbkey=Gene;gene=HOXA4;gene_biotype=protein_coding;gene_synonym=HOX1,HOX1D"
1763160,NC_000007.14,BestRefSeq,gene,27140364,27155928,.,+,.,"ID=gene-HOXA-AS3;Dbxref=GeneID:100133311,HGNC:HGNC:43748,MIM:618706;Name=HOXA-AS3;description=HOXA cluster antisense RNA 3;gbkey=Gene;gene=HOXA-AS3;gene_biotype=lncRNA;gene_synonym=HOXA6as"
1763169,NC_000007.14,BestRefSeq,gene,27141052,27143681,.,-,.,"ID=gene-HOXA5;Dbxref=GeneID:3202,HGNC:HGNC:5106,MIM:142952;Name=HOXA5;description=homeobox A5;gbkey=Gene;gene=HOXA5;gene_biotype=protein_coding;gene_synonym=HOX1,HOX1.3,HOX1C"
1763175,NC_000007.14,BestRefSeq,gene,27145396,27147774,.,-,.,"ID=gene-HOXA6;Dbxref=GeneID:3203,HGNC:HGNC:5107,MIM:142951;Name=HOXA6;description=homeobox A6;gbkey=Gene;gene=HOXA6;gene_biotype=protein_coding;gene_synonym=HOX1,HOX1.2,HOX1B"
1763181,NC_000007.14,BestRefSeq,gene,27153716,27156675,.,-,.,"ID=gene-HOXA7;Dbxref=GeneID:3204,HGNC:HGNC:5108,MIM:142950;Name=HOXA7;description=homeobox A7;gbkey=Gene;gene=HOXA7;gene_biotype=protein_coding;gene_synonym=ANTP,HOX1,HOX1.1,HOX1A"
1763193,NC_000007.14,BestRefSeq,gene,27162438,27180261,.,-,.,ID=gene-HOXA10-HOXA9;Dbxref=GeneID:100534589;Name=HOXA10-HOXA9;description=HOXA10-HOXA9 readthrough;gbkey=Gene;gene=HOXA10-HOXA9;gene_biotype=lncRNA
1763198,NC_000007.14,BestRefSeq,gene,27162438,27165537,.,-,.,"ID=gene-HOXA9;Dbxref=GeneID:3205,HGNC:HGNC:5109,MIM:142956;Name=HOXA9;description=homeobox A9;gbkey=Gene;gene=HOXA9;gene_biotype=protein_coding;gene_synonym=ABD-B,HOX1,HOX1.7,HOX1G"
1763214,NC_000007.14,BestRefSeq,gene,27168899,27171915,.,+,.,"ID=gene-HOXA10-AS;Dbxref=GeneID:100874323,HGNC:HGNC:40281;Name=HOXA10-AS;description=HOXA10 antisense RNA;gbkey=Gene;gene=HOXA10-AS;gene_biotype=lncRNA;gene_synonym=HOXA-AS4"
1763221,NC_000007.14,BestRefSeq,gene,27169480,27169563,.,-,.,"ID=gene-MIR196B;Dbxref=GeneID:442920,HGNC:HGNC:31790,MIM:609688,miRBase:MI0001150;Name=MIR196B;description=microRNA 196b;gbkey=Gene;gene=MIR196B;gene_biotype=miRNA;gene_synonym=miR-196b,MIRN196B,miRNA196B"
1763228,NC_000007.14,BestRefSeq,gene,27170605,27179861,.,-,.,"ID=gene-HOXA10;Dbxref=GeneID:3206,HGNC:HGNC:5100,MIM:142957;Name=HOXA10;description=homeobox A10;gbkey=Gene;gene=HOXA10;gene_biotype=protein_coding;gene_synonym=HOX1,HOX1.8,HOX1H,PL"
1763247,NC_000007.14,BestRefSeq,gene,27181157,27185232,.,-,.,"ID=gene-HOXA11;Dbxref=GeneID:3207,HGNC:HGNC:5101,MIM:142958;Name=HOXA11;description=homeobox A11;gbkey=Gene;gene=HOXA11;gene_biotype=protein_coding;gene_synonym=HOX1,HOX1I,RUSAT1"
1763259,NC_000007.14,BestRefSeq,gene,27185408,27189293,.,+,.,"ID=gene-HOXA11-AS;Dbxref=GeneID:221883,HGNC:HGNC:24957,MIM:607530;Name=HOXA11-AS;description=HOXA11 antisense RNA;gbkey=Gene;gene=HOXA11-AS;gene_biotype=lncRNA;gene_synonym=HOXA-AS5,HOXA11-AS1,HOXA11AS,HOXA11S,LncHOXA11,NCRNA00076"
1763269,NC_000007.14,BestRefSeq,gene,27194364,27200091,.,-,.,"ID=gene-HOXA13;Dbxref=GeneID:3209,HGNC:HGNC:5102,MIM:142959;Name=HOXA13;description=homeobox A13;gbkey=Gene;gene=HOXA13;gene_biotype=protein_coding;gene_synonym=HOX1,HOX1J"
1763277,NC_000007.14,BestRefSeq,gene,27200421,27207259,.,+,.,"ID=gene-HOTTIP;Dbxref=GeneID:100316868,HGNC:HGNC:37461,MIM:614060;Name=HOTTIP;description=HOXA distal transcript antisense RNA;gbkey=Gene;gene=HOTTIP;gene_biotype=lncRNA;gene_synonym=HOXA-AS6,HOXA13-AS1,NCRNA00213"
1763300,NC_000007.14,BestRefSeq,gene,27241429,27247229,.,-,.,"ID=gene-EVX1-AS;Dbxref=GeneID:101410536,HGNC:HGNC:40223;Name=EVX1-AS;description=EVX1 antisense RNA;gbkey=Gene;gene=EVX1-AS;gene_biotype=lncRNA;gene_synonym=EVX1-AS1,EVX1AS"
1763308,NC_000007.14,BestRefSeq,gene,27242802,27247830,.,+,.,"ID=gene-EVX1;Dbxref=GeneID:2128,HGNC:HGNC:3506,MIM:142996;Name=EVX1;description=even-skipped homeobox 1;gbkey=Gene;gene=EVX1;gene_biotype=protein_coding;gene_synonym=EVX-1"
1763343,NC_000007.14,Gnomon,gene,27333855,27346770,.,-,.,ID=gene-LOC107986733;Dbxref=GeneID:107986733;Name=LOC107986733;description=uncharacterized LOC107986733;gbkey=Gene;gene=LOC107986733;gene_biotype=lncRNA
1763348,NC_000007.14,Gnomon,gene,27380217,27381206,.,+,.,ID=gene-LOC105375206;Dbxref=GeneID:105375206;Name=LOC105375206;description=uncharacterized LOC105375206;gbkey=Gene;gene=LOC105375206;gene_biotype=lncRNA
1763352,NC_000007.14,Gnomon,gene,27387768,27410480,.,+,.,ID=gene-LOC105375207;Dbxref=GeneID:105375207;Name=LOC105375207;description=uncharacterized LOC105375207;gbkey=Gene;gene=LOC105375207;gene_biotype=lncRNA
1763372,NC_000007.14,BestRefSeq%2CGnomon,gene,27525442,27662883,.,-,.,"ID=gene-HIBADH;Dbxref=GeneID:11112,HGNC:HGNC:4907,MIM:608475;Name=HIBADH;description=3-hydroxyisobutyrate dehydrogenase;gbkey=Gene;gene=HIBADH;gene_biotype=protein_coding;gene_synonym=NS5ATP1"
1763438,NC_000007.14,Gnomon,gene,27602394,27609264,.,-,.,ID=gene-LOC107986699;Dbxref=GeneID:107986699;Name=LOC107986699;description=uncharacterized LOC107986699;gbkey=Gene;gene=LOC107986699;gene_biotype=lncRNA
1763444,NC_000007.14,BestRefSeq,gene,27615974,27627492,.,+,.,ID=gene-TSL;Dbxref=GeneID:790953;Name=TSL;description=testis-expressed%2C seven-twelve%2C leukemia;gbkey=Gene;gene=TSL;gene_biotype=lncRNA
1763454,NC_000007.14,Gnomon,gene,27647846,27723049,.,+,.,ID=gene-LOC105375211;Dbxref=GeneID:105375211;Name=LOC105375211;description=uncharacterized LOC105375211;gbkey=Gene;gene=LOC105375211;gene_biotype=lncRNA
1763472,NC_000007.14,BestRefSeq,gene,27733059,27740675,.,-,.,"ID=gene-TAX1BP1-AS1;Dbxref=GeneID:105375210,HGNC:HGNC:40576;Name=TAX1BP1-AS1;description=TAX1BP1 antisense RNA 1;gbkey=Gene;gene=TAX1BP1-AS1;gene_biotype=lncRNA"
1763476,NC_000007.14,BestRefSeq,gene,27739373,27829767,.,+,.,"ID=gene-TAX1BP1;Dbxref=GeneID:8887,HGNC:HGNC:11575,MIM:605326;Name=TAX1BP1;description=Tax1 binding protein 1;gbkey=Gene;gene=TAX1BP1;gene_biotype=protein_coding;gene_synonym=CALCOCO3,T6BP,TXBP151"
1763679,NC_000007.14,BestRefSeq%2CGnomon,gene,27830577,28180795,.,-,.,"ID=gene-JAZF1;Dbxref=GeneID:221895,HGNC:HGNC:28917,MIM:606246;Name=JAZF1;description=JAZF zinc finger 1;gbkey=Gene;gene=JAZF1;gene_biotype=protein_coding;gene_synonym=TIP27,ZNF802"
1763740,NC_000007.14,Gnomon,gene,28037516,28062214,.,+,.,ID=gene-LOC105375208;Dbxref=GeneID:105375208;Name=LOC105375208;description=uncharacterized LOC105375208;gbkey=Gene;gene=LOC105375208;gene_biotype=lncRNA
1763759,NC_000007.14,BestRefSeq,gene,28180457,28241377,.,+,.,"ID=gene-JAZF1-AS1;Dbxref=GeneID:100128081,HGNC:HGNC:41218;Name=JAZF1-AS1;description=JAZF1 antisense RNA 1;gbkey=Gene;gene=JAZF1-AS1;gene_biotype=lncRNA"
1763777,NC_000007.14,BestRefSeq%2CGnomon,gene,28299321,28825894,.,+,.,"ID=gene-CREB5;Dbxref=GeneID:9586,HGNC:HGNC:16844,MIM:618262;Name=CREB5;description=cAMP responsive element binding protein 5;gbkey=Gene;gene=CREB5;gene_biotype=protein_coding;gene_synonym=CRE-BPA,CREB-5,CREBPA"
1764098,NC_000007.14,BestRefSeq,gene,28953358,28958330,.,-,.,"ID=gene-TRIL;Dbxref=GeneID:9865,HGNC:HGNC:22200,MIM:613356;Name=TRIL;description=TLR4 interactor with leucine rich repeats;gbkey=Gene;gene=TRIL;gene_biotype=protein_coding"
1764102,NC_000007.14,BestRefSeq,gene,28979967,29013369,.,+,.,"ID=gene-CPVL-AS2;Dbxref=GeneID:100506497,HGNC:HGNC:56138;Name=CPVL-AS2;description=CPVL antisense RNA 2;gbkey=Gene;gene=CPVL-AS2;gene_biotype=lncRNA"
1764111,NC_000007.14,BestRefSeq%2CGnomon,gene,28994636,29195451,.,-,.,"ID=gene-CPVL;Dbxref=GeneID:54504,HGNC:HGNC:14399,MIM:609780;Name=CPVL;description=carboxypeptidase vitellogenic like;gbkey=Gene;gene=CPVL;gene_biotype=protein_coding;gene_synonym=HVLP"
1764689,NC_000007.14,Gnomon,gene,29080284,29082548,.,+,.,"ID=gene-CPVL-AS1;Dbxref=GeneID:107986703,HGNC:HGNC:40685;Name=CPVL-AS1;description=CPVL antisense RNA 1;gbkey=Gene;gene=CPVL-AS1;gene_biotype=lncRNA"
1764694,NC_000007.14,Gnomon,gene,29122435,29128172,.,+,.,ID=gene-LOC128966558;Dbxref=GeneID:128966558;Name=LOC128966558;description=uncharacterized LOC128966558;gbkey=Gene;gene=LOC128966558;gene_biotype=lncRNA
1764719,NC_000007.14,BestRefSeq%2CGnomon,gene,29146591,29514328,.,+,.,"ID=gene-CHN2;Dbxref=GeneID:1124,HGNC:HGNC:1944,MIM:602857;Name=CHN2;description=chimerin 2;gbkey=Gene;gene=CHN2;gene_biotype=protein_coding;gene_synonym=ARHGAP3,BCH,CHN2-3,RHOGAP3"
1765188,NC_000007.14,BestRefSeq,gene,29199040,29208970,.,-,.,"ID=gene-CHN2-AS1;Dbxref=GeneID:102724484,HGNC:HGNC:40149;Name=CHN2-AS1;description=CHN2 antisense RNA 1;gbkey=Gene;gene=CHN2-AS1;gene_biotype=lncRNA"
1765213,NC_000007.14,BestRefSeq,gene,29510185,29563691,.,-,.,"ID=gene-PRR15-DT;Dbxref=GeneID:107986700,HGNC:HGNC:55866;Name=PRR15-DT;description=PRR15 divergent transcript;gbkey=Gene;gene=PRR15-DT;gene_biotype=lncRNA"
1765229,NC_000007.14,BestRefSeq%2CGnomon,gene,29563835,29567295,.,+,.,"ID=gene-PRR15;Dbxref=GeneID:222171,HGNC:HGNC:22310,MIM:618344;Name=PRR15;description=proline rich 15;gbkey=Gene;gene=PRR15;gene_biotype=protein_coding"
1765255,NC_000007.14,BestRefSeq,gene,29645922,29685138,.,-,.,"ID=gene-MIR550A3HG;Dbxref=GeneID:646762,HGNC:HGNC:58072;Name=MIR550A3HG;description=MIR550A3 host gene;gbkey=Gene;gene=MIR550A3HG;gene_biotype=lncRNA"
1765263,NC_000007.14,BestRefSeq,gene,29680734,29680828,.,-,.,"ID=gene-MIR550A3;Dbxref=GeneID:100616354,HGNC:HGNC:41870,miRBase:MI0003762;Name=MIR550A3;description=microRNA 550a-3;gbkey=Gene;gene=MIR550A3;gene_biotype=miRNA;gene_synonym=mir-550a-3"
1765299,NC_000007.14,BestRefSeq%2CGnomon,gene,29806508,29917061,.,+,.,"ID=gene-WIPF3;Dbxref=GeneID:644150,HGNC:HGNC:22004,MIM:612432;Name=WIPF3;description=WAS/WASL interacting protein family member 3;gbkey=Gene;gene=WIPF3;gene_biotype=protein_coding;gene_synonym=CR16"
1765359,NC_000007.14,cmsearch,gene,29912528,29912632,.,+,.,ID=gene-LOC124901827;Dbxref=GeneID:124901827;Name=LOC124901827;description=small nucleolar RNA U13;gbkey=Gene;gene=LOC124901827;gene_biotype=snoRNA
1765362,NC_000007.14,BestRefSeq%2CGnomon,gene,29920103,29990289,.,-,.,"ID=gene-SCRN1;Dbxref=GeneID:9805,HGNC:HGNC:22192,MIM:614965;Name=SCRN1;description=secernin 1;gbkey=Gene;gene=SCRN1;gene_biotype=protein_coding;gene_synonym=SES1"
1765444,NC_000007.14,BestRefSeq,gene,29988656,30027241,.,+,.,"ID=gene-FKBP14-AS1;Dbxref=GeneID:105375215,HGNC:HGNC:40990;Name=FKBP14-AS1;description=FKBP14 antisense RNA 1;gbkey=Gene;gene=FKBP14-AS1;gene_biotype=lncRNA"
1765457,NC_000007.14,BestRefSeq%2CGnomon,gene,30005923,30026702,.,-,.,"ID=gene-FKBP14;Dbxref=GeneID:55033,HGNC:HGNC:18625,MIM:614505;Name=FKBP14;description=FKBP prolyl isomerase 14;gbkey=Gene;gene=FKBP14;gene_biotype=protein_coding;gene_synonym=EDSKMH,EDSKSCL2,FKBP22,IPBP12"
1765488,NC_000007.14,BestRefSeq%2CGnomon,gene,30028412,30130483,.,+,.,"ID=gene-PLEKHA8;Dbxref=GeneID:84725,HGNC:HGNC:30037,MIM:608639;Name=PLEKHA8;description=pleckstrin homology domain containing A8;gbkey=Gene;gene=PLEKHA8;gene_biotype=protein_coding;gene_synonym=FAPP2"
1765838,NC_000007.14,Gnomon,gene,30129464,30134714,.,-,.,ID=gene-LOC105375216;Dbxref=GeneID:105375216;Name=LOC105375216;description=uncharacterized LOC105375216;gbkey=Gene;gene=LOC105375216;gene_biotype=lncRNA
1765852,NC_000007.14,BestRefSeq%2CGnomon,gene,30134986,30162762,.,+,.,"ID=gene-MTURN;Dbxref=GeneID:222166,HGNC:HGNC:25457,MIM:620491;Name=MTURN;description=maturin%2C neural progenitor differentiation regulator homolog;gbkey=Gene;gene=MTURN;gene_biotype=protein_coding;gene_synonym=C7orf41,Ells1"
1765882,NC_000007.14,Gnomon,gene,30176389,30185138,.,-,.,ID=gene-LOC105375217;Dbxref=GeneID:105375217;Name=LOC105375217;description=uncharacterized LOC105375217;gbkey=Gene;gene=LOC105375217;gene_biotype=lncRNA
1765892,NC_000007.14,Gnomon,gene,30188528,30284254,.,+,.,ID=gene-LOC124901607;Dbxref=GeneID:124901607;Name=LOC124901607;description=uncharacterized LOC124901607;gbkey=Gene;gene=LOC124901607;gene_biotype=lncRNA
1765903,NC_000007.14,BestRefSeq,gene,30247427,30286085,.,-,.,ID=gene-LOC105375218;Dbxref=GeneID:105375218;Name=LOC105375218;description=uncharacterized LOC105375218;gbkey=Gene;gene=LOC105375218;gene_biotype=lncRNA
1765918,NC_000007.14,BestRefSeq%2CGnomon,gene,30284597,30367689,.,+,.,"ID=gene-ZNRF2;Dbxref=GeneID:223082,HGNC:HGNC:22316,MIM:612061;Name=ZNRF2;description=zinc and ring finger 2;gbkey=Gene;gene=ZNRF2;gene_biotype=protein_coding;gene_synonym=RNF202"
1765957,NC_000007.14,BestRefSeq,gene,30289794,30289890,.,-,.,"ID=gene-MIR550B1;Dbxref=GeneID:100500883,HGNC:HGNC:38992,miRBase:MI0016686;Name=MIR550B1;description=microRNA 550b-1;gbkey=Gene;gene=MIR550B1;gene_biotype=miRNA"
1765964,NC_000007.14,BestRefSeq,gene,30289794,30289890,.,+,.,"ID=gene-MIR550A1;Dbxref=GeneID:693133,HGNC:HGNC:32804,miRBase:MI0003600;Name=MIR550A1;description=microRNA 550a-1;gbkey=Gene;gene=MIR550A1;gene_biotype=miRNA;gene_synonym=hsa-mir-550a-1,mir-550a-1,MIR550-1,MIRN550-1"
1765980,NC_000007.14,BestRefSeq,gene,30390885,30404055,.,+,.,"ID=gene-LINC01176;Dbxref=GeneID:100506516,HGNC:HGNC:49548;Name=LINC01176;description=long intergenic non-protein coding RNA 1176;gbkey=Gene;gene=LINC01176;gene_biotype=lncRNA"
1765991,NC_000007.14,BestRefSeq%2CGnomon,gene,30424527,30478784,.,-,.,"ID=gene-NOD1;Dbxref=GeneID:10392,HGNC:HGNC:16390,MIM:605980;Name=NOD1;description=nucleotide binding oligomerization domain containing 1;gbkey=Gene;gene=NOD1;gene_biotype=protein_coding;gene_synonym=CARD4,CLR7.1,hNod1,NLRC1"
1766782,NC_000007.14,BestRefSeq,gene,30496621,30504829,.,-,.,"ID=gene-GGCT;Dbxref=GeneID:79017,HGNC:HGNC:21705,MIM:137170;Name=GGCT;description=gamma-glutamylcyclotransferase;gbkey=Gene;gene=GGCT;gene_biotype=protein_coding;gene_synonym=C7orf24,CRF21,GCTG,GGC"
1766828,NC_000007.14,BestRefSeq,gene,30548357,30577779,.,-,.,"ID=gene-GARS1-DT;Dbxref=GeneID:401320,HGNC:HGNC:48951;Name=GARS1-DT;description=GARS1 divergent transcript;gbkey=Gene;gene=GARS1-DT;gene_biotype=lncRNA;gene_synonym=GARS-DT"
1766844,NC_000007.14,BestRefSeq,gene,30594735,30634033,.,+,.,"ID=gene-GARS1;Dbxref=GeneID:2617,HGNC:HGNC:4162,MIM:600287;Name=GARS1;description=glycyl-tRNA synthetase 1;gbkey=Gene;gene=GARS1;gene_biotype=protein_coding;gene_synonym=CMT2D,DSMAV,GARS,GlyRS,HMN5,HMN5A,HMND5,SMAD1,SMAJI"
1766922,NC_000007.14,Gnomon,gene,30642316,30660041,.,+,.,ID=gene-LOC124901609;Dbxref=GeneID:124901609;Name=LOC124901609;description=uncharacterized LOC124901609;gbkey=Gene;gene=LOC124901609;gene_biotype=lncRNA
1766926,NC_000007.14,BestRefSeq%2CGnomon,gene,30651942,30700103,.,-,.,"ID=gene-CRHR2;Dbxref=GeneID:1395,HGNC:HGNC:2358,MIM:602034;Name=CRHR2;description=corticotropin releasing hormone receptor 2;gbkey=Gene;gene=CRHR2;gene_biotype=protein_coding;gene_synonym=CRF-RB,CRF2,CRFR2,HM-CRF"
1767117,NC_000007.14,Gnomon,gene,30682619,30686771,.,+,.,ID=gene-LOC124901608;Dbxref=GeneID:124901608;Name=LOC124901608;description=uncharacterized LOC124901608;gbkey=Gene;gene=LOC124901608;gene_biotype=lncRNA
1767123,NC_000007.14,Gnomon,gene,30697742,30745898,.,+,.,ID=gene-LOC105375220;Dbxref=GeneID:105375220;Name=LOC105375220;description=uncharacterized LOC105375220;gbkey=Gene;gene=LOC105375220;gene_biotype=lncRNA
1767130,NC_000007.14,Gnomon,gene,30715168,30727287,.,-,.,ID=gene-LOC105375219;Dbxref=GeneID:105375219;Name=LOC105375219;description=uncharacterized LOC105375219;gbkey=Gene;gene=LOC105375219;gene_biotype=lncRNA
